source,target,relation,directed,n_cit,category,n_docs_src,n_docs_tgt,evidence
sea level evolution,sedimentation rate and type,impacts,True,0,A_direct,33,28,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""al., 2000; C. Goldfinger, written communication, 2008), which oc- curred approximately 11,000 yr BP (e.g., Baker and Bunker, 1985). A similar age for the 44 N slump (~ 11,600 yr BP) also is suggested, because the 44 N slump blocks the Astoria Channel. Downdip, this channel contains the latest Pleist""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""BP. Another important factor affecting younger sedimentation rates is the Missoula floods, which began depositing ~ 2100 km3 of turbiditic sediment on Astoria Fan (Normark and Reid, 2003), approximately 16,000 to 11,000 yr BP (Baker and Bunker, 1985). These deposits start at a depth of ~ 57 0 100 km""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""turbidite systems in Cascadia Basin. Nitnat and Astoria are submarine fans, Cascadia Channel is a deep-sea channel following a tectonic lineament, and Rogue Apron is a nonchannelized base-of-slope apron with sheet turbidites. The location of Figure 6 is outlined with a box. Figure is modified from N""}]"
local thickening of flowing material,thickness variation,impacts,True,1,A_or_B_same_chunk,17,31,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""due to a realignment of the maximum compressive stress, causing different rates of displacement across the width of the MTC toe (Frey Martinez et al., 2006). Prior et al. (1984) sug- gested that the development of pressure ridges may progress through a combination of ‘stopping’ forces and resistance""}, {""doc"": ""Ian R. Clark, Joseph A. Cartwright"", ""tier"": ""same_chunk"", ""snip"": ""recognition of these four channel–structure interactions will be a useful starting point for a descriptive framework for submarine channels within structur- ally active slope settings. Thickness and lateral extent of channel levees within a conﬁned channel are controlled by the available local accom""}, {""doc"": ""1-s2.0-S0040195109002819-main"", ""tier"": ""same_chunk"", ""snip"": ""it approaches the behavior of overpressured shale. For moderate to high pressures, sand has a frictional behavior. Detachments looked like very ﬁne shear bands and compressional belts are dominated by asymmetric basinward-verging thrusts as it is often observed in shale-detached fold belts. For ﬂuid""}]"
flow behavior: elastic,runout distance,related_to,False,3,A_direct,27,30,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents. MTDs include movement and emplacement by brittle deformation (slides), plastic deformation (slumps), and plastic or""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""et al., 2005). In our later discussion on the Gulf of Mexico margin, we observe that MTD sheets have run-out lengths from 300 to 450 km across the Mississippi Fan surface (Table 1). Geotechnical engineers have recently hypothesized that con- tinental slopes of seismically active margins may develop ""}]"
fluid overpressure,fluid overpressure on basal surface,impacts,True,1,A_direct,29,30,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""[ONLINE] http://pubs.usgs.gov/ of/2007/1047/srp/srp026/index.html EXPEDITION 308 SCIENTISTS, 2005, Overpressure and fluid flow processes in the deepwater Gulf of Mexico: slope stability, seeps, and shallow- water flow: International Ocean Drilling Program, Preliminary Re- port 308, doi:10:2204/iodp.""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""[ONLINE] http://pubs.usgs.gov/ of/2007/1047/srp/srp026/index.html EXPEDITION 308 SCIENTISTS, 2005, Overpressure and fluid flow processes in the deepwater Gulf of Mexico: slope stability, seeps, and shallow- water flow: International Ocean Drilling Program, Preliminary Re- port 308, doi:10:2204/iodp.""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""These variations commonly result in the migration and escape of fluids to the surface (Paull et al., 1996, 2003; Bünz et al., 2005; Flemings et al., 2005; Masson et al., 2006), partic- ularly in regions with low net-to-gross ratios or showing signifi- cant internal deformation in the form of folds, ""}]"
seismicity or waves,seismicity,impacts,True,0,A_direct,26,9,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_sentence"", ""snip"": ""These change could have been controlled by the evolution of the structures or could be attributed to externally driven, more regional controls, such as increased sediment supply, eustatic sea- level change, gas-hydrate dissolution and/or seismicity (e.g.""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_sentence"", ""snip"": ""Particularly the multidisciplinary investigations and interactions between academia and industry in studying the giant Storegga Slide complex of the mid-Norwegian margin have revealed new insights into the occurrence and dynamics of mass wasting in relation to sedimentation and oceanographic process""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_sentence"", ""snip"": ""complex of the mid-Norwegian margin have revealed new insights into the occurrence and dynamics of mass wasting in relation to sedimentation and oceanographic processes, glacial history and seismicity, which together form a key study for slope failure on (formerly) glaciated margins (e.g.""}]"
seismicity or waves,offshore events and waves,impacts,True,0,A_direct,26,21,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""Sea plate. 796 Mass-Transport Deposits and Seismic Texture article, we discuss (1) expected CDE values for specific regions of MTDs, and (2) seal compe- tence and reservoir potential as a function of CDE distribution. DATA AND METHODS This work used 3-D seismic data covering 672 km2 (259 mi2) of the""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""The peak amplitudes of re- flected seismic waves, positive or negative, are root-squared into positive values of amplitude, thus emphasizing large reflection events over low- amplitude background strata.""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""The peak amplitudes of re- flected seismic waves, positive or negative, are root-squared into positive values of amplitude, thus emphasizing large reflection events over low- amplitude background strata.""}]"
seafloor effective friction angle,flow behavior: elastic,impacts,True,1,A_direct,9,27,"[{""doc"": ""Elverhoi, A., Breien"", ""tier"": ""same_chunk"", ""snip"": ""b Velocity distribution with time, close to the wall (averaged in x-direction). A bipartite flow develops. At the same time, a little deposition starts to occur. c Velocity profiles (blue, solid line) and corresponding photos for head, body and tail of flow as the flow passes the upstream station. H""}, {""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_sentence"", ""snip"": ""The effective friction, a parameter classically used to describe the mobility of gravitational flows, is shown to depend on the initial aspect ratio a.""}, {""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_sentence"", ""snip"": ""The effective friction, a parameter classically used to describe the mobility of gravitational flows, is shown to depend on the initial aspect ratio a.""}]"
source domain in basin,seafloor shapes and dip variations,impacts,True,0,A_or_B_same_chunk,22,21,"[{""doc"": ""Giacomo Dalla Valle"", ""tier"": ""same_chunk"", ""snip"": ""overrides the seaﬂoor (Fig. 6B). MTD_1.2a is made up of chaotic to discontinuous seismic- reﬂections packages (Fig. 6B). A series of time-slices taken at increasing depths through the toe region of MTD_1.2a shows roughly continuous, low-amplitude bands, with a dominant circular planform, that we int""}, {""doc"": ""Moscardelli_and_Wood_2008"", ""tier"": ""same_chunk"", ""snip"": ""Thrusts MTC_2.1 MTC_2 Haydn Ridge MTC_2.2 Fig.9. (a) Root-mean-squared (RMS) amplitude extraction map from the basal part of seismic unit VI. MTC_2.1was fed by extrabasinal sediments that were transported downdip by the Haydn megachute. On the other hand, the sedimentary source of MTC_2.2 was associ""}, {""doc"": ""RichardsonetalBasinResearch2011-online (1)"", ""tier"": ""same_chunk"", ""snip"": ""of the mass transport deposit and tapers upwards towards the edges (Fig.5a and b). Interpretation. The scarp morphology is unusual when compared to published examples of slope failures (e.g. Moscardelli etal., 2006) or more conventional mass trans- port deposits in the study area (e.g. Figs 2b and 3""}]"
existing geomorphology,seafloor shapes and dip variations,impacts,True,0,A_or_B_same_chunk,25,21,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""both en echelon tensile failures and through-going strike-slip faults. Considering the inﬂuence of rheology on structural development, this division of structural style could be used to differentiate areas of contrasting rheology. Alternatively, the differing structural styles may be a consequence o""}]"
pore pressure increase by compression,fluid overpressure in moving mass,impacts,True,0,A_direct,20,26,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""maximum vertical and horizontal resolutions of ca. 10 and 40 m, respectively. 2.2. Methodology MTCs have been mapped based on the correlation of upper and lower bounding surfaces of selected units, recognised using criteria established from a number of previous studies (Embley and Jacobi, 1977; Moor""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""events of sedi- ment layers, instead of to a cumulative downslope stress capable of being accommodated by distal compression across thicker sedimentary series; (ii) in a similar way to the AM2-AM, the PMMC megaslides are all sourced from the same upslope deformed block, which has equally detached an""}, {""doc"": ""Elverhoi, A., Breien"", ""tier"": ""same_chunk"", ""snip"": ""Sea. Sedimentology 47:1105–1117 Major JJ, Iverson RM (1999) Debris flow deposition: Effects of pore fluid pressure and friction concentrated at flow margins. Geol Soc Am Bull 111:1424–1434 Marr JG, Harff PA, Shanmugam G, Parker G (2001) Experiments on subaqueous sandy gravity flows: the role of clay""}]"
pore pressure increase by fluid migration,fluid overpressure in moving mass,impacts,True,0,A_direct,26,26,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""strength, i.e., high Vp and shear-wave velocity (Vs) values, or with abrupt AUTHORS Tiago M. Alves � 3D Seismic Lab, School of Earth and Ocean Sciences, Cardiff University, Main Building, Park Place, Cardiff CF10 3AT, United Kingdom; alvest@cardiff.ac.uk Tiago Alves has headed the 3D Seismic Lab sin""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""with large D or moderate CDE values. INTRODUCTION Landslide deposits reflect gravitational movements of near- surface strata in which the internal cohesion of failed material is maintained (Nemec, 1990; Hampton et al., 1996; Locat, 2001; Everhøi et al., 2005; Lee et al., 2006; Sultan et al., 2007). ""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""to changes in the compressibility of shales, an observation that led Flodin et al. (2003) to suggest that correlations between geophysical and petrophysical data must consider the ratio Vp 2/Vs 2 as the main parameter inducing variations in the acoustic impedance of strata. This latter ratio is rela""}]"
fluid overpressure in moving mass,posterior fluid migrations,impacts,True,0,A_direct,26,3,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""strength, i.e., high Vp and shear-wave velocity (Vs) values, or with abrupt AUTHORS Tiago M. Alves � 3D Seismic Lab, School of Earth and Ocean Sciences, Cardiff University, Main Building, Park Place, Cardiff CF10 3AT, United Kingdom; alvest@cardiff.ac.uk Tiago Alves has headed the 3D Seismic Lab sin""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""with large D or moderate CDE values. INTRODUCTION Landslide deposits reflect gravitational movements of near- surface strata in which the internal cohesion of failed material is maintained (Nemec, 1990; Hampton et al., 1996; Locat, 2001; Everhøi et al., 2005; Lee et al., 2006; Sultan et al., 2007). ""}, {""doc"": ""1-s2.0-S0264817216304585-main"", ""tier"": ""same_sentence"", ""snip"": ""Research paper Free gas accumulations in basal shear zones of mass-transport deposits (Pearl River Mouth Basin, South China Sea): An important geohazard on continental slope basins Qiliang Sun a, b, *, Tiago Alves c, Xinong Xie a, b, Jiaxiong He d, **, Wei Li e, Xianglong Ni f a Key Laboratory of Te""}]"
inducing seismicity,local fluidization,impacts,True,0,A_direct,12,30,"[{""doc"": ""JGR Earth Surface - 2013 - Urgeles - Submarine landslides of the Mediterranean Sea  Trigger mechanisms  dynamics  and"", ""tier"": ""same_sentence"", ""snip"": ""Harjes (2004), Seismicity of the Hellenic subduction zone in the area of western and cen- tral Crete observed by temporary local seismic networks, Tectonophysics, 383, 149–169, doi:10.1016/j.tecto.2004.02.004.""}, {""doc"": ""Moscardelli_and_Wood_2008"", ""tier"": ""same_sentence"", ""snip"": ""Collapsed £anks of mud-volca- no ridges, unstable margins of deep-water mini basins, collapsed £anks of midoceanic ridges and oversteepened levees in levee-channel complexes are common sources of sediments for detached MTCs.These systems are trig- gered by local gravitational instabilities that can ""}, {""doc"": ""Moscardelli_and_Wood_2008"", ""tier"": ""same_sentence"", ""snip"": ""basins, collapsed £anks of midoceanic ridges and oversteepened levees in levee-channel complexes are common sources of sediments for detached MTCs.These systems are trig- gered by local gravitational instabilities that can be asso- ciated with seismicity, oversteepening of slope or diapir/ volcano r""}]"
flow behavior: elastic,terminal dispersion,impacts,True,0,A_direct,27,4,"[{""doc"": ""9781565762879_ch02"", ""tier"": ""same_sentence"", ""snip"": ""Such features commonly terminate as a “box canyon,” with extensive, low-angle thrust faulting characterizing the mass- transport deposits near the terminus, as the flow comes in contact with and compresses against the terminal wall (Fig.""}, {""doc"": ""9781565762879_ch02"", ""tier"": ""same_sentence"", ""snip"": ""Consequently, our understanding Trench Trench Thrust Faults Thrust Faults Steep lateral walls Steep lateral walls 25 cm 1 km 1 km 100 ms 5 km Flow Direction Flow Direction X X X' X' X X' A B C 15° Terminal wall Terminal wall ← FIG.""}, {""doc"": ""9781565762879_ch02"", ""tier"": ""same_sentence"", ""snip"": ""30.— A) Coherency slice, B) seismic profile, and C) interpreted line drawing of an extensive low-angle (approximately 15°) thrust faulting characterizing a mass-transport deposit near its terminus as the flow decelerated, and the deposits compressed against the terminal wall (after Posamentier and W""}]"
lithology in transported mass,flow behavior: elastic,impacts,True,2,A_or_B_same_chunk,16,27,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents. MTDs include movement and emplacement by brittle deformation (slides), plastic deformation (slumps), and plastic or""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Damuth et al., 2006). A core from an MTD bed on a steep mini-basin wall has a radiocarbon age of ~ 6,360 yr BP and indicates that some MTD events occurred during the Holocene; however, the dominant episode of MTD near-surface deposition occurs just prior to the Holocene during rapid sea-level rise (""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""INTERPLAY OF MASS-TRANSPORT AND TURBIDITE-SYSTEM DEPOSITS channel walls, because such clay clasts of deep-sea hemipelagic clay are fine-grained clays (> 8 phi), have low organic carbon contents (~ 0.5%), and contain authigenic pyrite. In contrast, clay clasts within chaotic silt have coarser grain s""}]"
seafloor shapes and dip variations,plowing effect on underlying material,impacts,True,1,B_distributed,21,21,[]
evaporite deformation & mud volcanism,deformed facies distribution,impacts,True,1,A_or_B_same_chunk,14,31,"[{""doc"": ""J. S. Laberg"", ""tier"": ""same_chunk"", ""snip"": ""Landslides (2017) 14:849–860 DOI 10.1007/s10346-016-0766-7 Received: 21 March 2016 Accepted: 10 October 2016 Published online: 18 October 2016 © Springer-Verlag Berlin Heidelberg 2016 J. S. Laberg I M. Strasser I T. M. Alves I S. Gao I K. Kawamura I A. Kopf I G. F. Moore Internal deformation of a mu""}, {""doc"": ""J. S. Laberg"", ""tier"": ""same_chunk"", ""snip"": ""(consistent) occurrence, E.h. Emiliania huxleyi, P.l. Pseudoemiliania lacunosa, R.a. Reticulofenestra asanoi, G.sp.(l, m) Gephyrocapsa species (large, medium). The synthetic seismogram is from Alves et al. (2014) Landslides 14 & (2017) 851 faults observed are likely associated with loading imposed o""}, {""doc"": ""J. S. Laberg"", ""tier"": ""same_chunk"", ""snip"": ""information on the contents of sand, mud, silt and clay (weight %), mean grain size and skewness MTD6 Sand Basal shear zone No indication of shear/remoulding Entrainment of sea water Deformation/remoulding (folding, faulting, shear) Shear flow Plug flow b) a) Fig. 9 Interpretive sketch (a) summarizi""}]"
flow behavior: elastic,deformed facies distribution,impacts,True,0,A_direct,27,31,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""section between the early Oligocene WL-U3 to early Miocene WL-U5 seismic reflections; and B) dominantly turbidite channel–levee seismic facies mixed with MTD seismic facies in a strike section in the later deposits above the WL-5 seismic reflection. The white box at the southern edge of the Antarcti""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Cooper A.K., Raymond, C.R., and the 10th ISAES Editorial Team, eds., Proceedings of the 10th ISAES, U.S. Geological Survey OF-2007-1047, Short Research Paper 026, doi:10.31333/of2007-1047.srp026. [ONLINE] http://pubs.usgs.gov/ of/2007/1047/srp/srp026/index.html EXPEDITION 308 SCIENTISTS, 2005, Overp""}]"
lithology in transported mass,seafloor effective friction angle,impacts,True,0,B_distributed,16,9,[]
lithology of underlying material downslope,seafloor effective friction angle,impacts,True,0,B_distributed,11,9,[]
sea level evolution,pore pressure increase by fluid migration,impacts,True,1,A_direct,33,26,"[{""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""al., 2007). At present, it shows a maximum precipitation during the winter mon- soon when cyclonic low-pressure systems origi- nating in the Eastern Mediterranean occasionally penetrate the Arabian landmass (Weyhenmeyer et al., 2000; Luckge et al., 2001). Hence, winter corresponds to the present-day""}, {""doc"": ""Chinese J of Geophysics - 2013 - WU - Analysis on Seismic Characteristics and Triggering Mechanisms of Mass Transport"", ""tier"": ""same_chunk"", ""snip"": ""zone, and geometric shape of gas hydrate zone have certain eﬀects on the submarine slope from geometric characteristics of slope. The types of sediments and physical and mechanical properties of gas hydrate zone have some eﬀects on the slope from material characteristics. From the strength situation""}, {""doc"": ""Chinese J of Geophysics - 2013 - WU - Analysis on Seismic Characteristics and Triggering Mechanisms of Mass Transport"", ""tier"": ""same_chunk"", ""snip"": ""imagery of slope, which is caused by the bigger slope toe. But in this state the stability coeﬃcient of slope is bigger than 1, implying the whole slope is in a state of stability. This is because the reduction in excess pore water pressure and the strength of gas-hydrate zone are not the main facto""}]"
flow behavior: elastic,US median slope,impacts,True,1,A_direct,27,36,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""et al., 2005). In our later discussion on the Gulf of Mexico margin, we observe that MTD sheets have run-out lengths from 300 to 450 km across the Mississippi Fan surface (Table 1). Geotechnical engineers have recently hypothesized that con- tinental slopes of seismically active margins may develop ""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""nel complexes of Mississippi Fan (Fig. 16; Table 1). The interme- diate-scale MTD lobes underlie nine of the 17 major channel systems of the fan (Fig. 16; Weimer, 1990). Although sometimes fan-shaped, these MTD lobes are typically elongate, parallel to channel–levee systems, and extend about 100–200""}]"
topography confinement downwards,US median slope,impacts,True,0,A_direct,21,36,"[{""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""Numerical modelling of the gravity-induced destabilization of a slope: The example of the La Clapière landslide, southern France A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric Geosciences Azur, Université de Nice Sophia-Antipolis and CNRS, Valbonne, France a b s t r a c t a r t i c l e i n f o Artic""}, {""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""evolution. © 2009 Elsevier B.V. All rights reserved. 1. Introduction Gravitational instability of topography results from the interplay of different processes. The most important seems to be the weathering and alteration caused by climatic factors and ﬂuid circulation within the massif and dependent""}, {""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""results in a progressive reduction of both horizontal and vertical sizes of the sliding shallow unit (Fig. 5); and at ϕ ≥45°, the shallow sliding does not occur at all (even at c=0). But deep normal faulting resulting in crest sagging is still active (it is not displayed in Fig. 5B as the γ̅p value ""}]"
frontal compression,US ramps or ridges,impacts,True,0,A_direct,24,30,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""These kinematic indicators can include features as varied as scours (Posamentier and Kolla, 2003; Weimer and Shipp, 2004), basal grooves and striations (Gee et al., 2006), cat claws (Moscardelli et al., 2006), monkey fingers (McGilvery and Cook, 2003), frontal and lateral ramps and flats (Lucente an""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_sentence"", ""snip"": ""The base of slide surface migrates systematically to upper stratigraphic levels, but no features of frontal conﬁnement (thrust imbricates) are observed across the distal limit of the allochthonous mass (considering the resolution of the available data).""}, {""doc"": ""1-s2.0-S0025322712000412-main"", ""tier"": ""same_sentence"", ""snip"": ""subtle compression ridges 1.0 2 3.53 3.4 10.7, 138.8 1.2 1.5 Yes, minor 63 Smooth, thin, subtle surface fractures Curvilinear surface features (lateral levees), compression ridges, hydroplaned""}]"
flow direction,US median slope,impacts,True,0,A_direct,35,36,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""et al., 2005). In our later discussion on the Gulf of Mexico margin, we observe that MTD sheets have run-out lengths from 300 to 450 km across the Mississippi Fan surface (Table 1). Geotechnical engineers have recently hypothesized that con- tinental slopes of seismically active margins may develop ""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""nel complexes of Mississippi Fan (Fig. 16; Table 1). The interme- diate-scale MTD lobes underlie nine of the 17 major channel systems of the fan (Fig. 16; Weimer, 1990). Although sometimes fan-shaped, these MTD lobes are typically elongate, parallel to channel–levee systems, and extend about 100–200""}]"
flow direction,US ramps or ridges,impacts,True,0,A_direct,35,30,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""individual MTD beds have a variety of lithologies that vary from clay-clast debris flows to chaotic silt beds in mini-basins (Fig. 14; Nelson et al., 1992). In the distal depositional lobes of Mississippi Fan, however, the chaotic silts are dominant, consist of soft clay clasts in a silt matrix, and""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""section between the early Oligocene WL-U3 to early Miocene WL-U5 seismic reflections; and B) dominantly turbidite channel–levee seismic facies mixed with MTD seismic facies in a strike section in the later deposits above the WL-5 seismic reflection. The white box at the southern edge of the Antarcti""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""(Fig. 5e). To the NE, S5 thins and pinches-out against the underlying channel– levee complex set and is erosionally truncated by S6 (Figs 6a and 8a). To the east, it thins against the SDA where it is folded and faulted (Fig. 7a, b). S5 has an irreg- ular top that is overlain and locally eroded by ch""}]"
erosion of underlying material,BS ramps,impacts,True,1,A_direct,20,27,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""evo- lution. However, there is still a paucity of detailed, three-dimensional analyses that link the timing, location and character of MTCs with the growth of individual structures within developing deep-water fold-and-thrust belts. Furthermore, the evolution and chronostrati- graphic signiﬁcance of""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""(Fig. 5e). To the NE, S5 thins and pinches-out against the underlying channel– levee complex set and is erosionally truncated by S6 (Figs 6a and 8a). To the east, it thins against the SDA where it is folded and faulted (Fig. 7a, b). S5 has an irreg- ular top that is overlain and locally eroded by ch""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""the southern and central regions (Figs 5f and 8d); although an erosion surface can locally be observed between MTC S6 and MTC C1 (Fig. 5), it is not consistently traceable, meaning it is possible that S6 is part of C1 (Fig. 6a). To the SW, S6 thins and pinches-out against relief developed along the ""}]"
volume,average thickness,related_to,False,0,A_direct,31,36,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""27° 25° 29° 90° 88° 86° 84° FIG. 13.—Map of the eastern Gulf of Mexico that shows the extent of the Mississippi Fan and surrounding geomorphic features. The distribution of channels, depositional lobes, and mass-transport deposits that cover the surface of the fan were modified from Twichell et al. ""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""2.2 Ma in a frontal wedge-toe position (Strasser et al., 2011). Splay-fault movement was initiated at about 1.95 Ma in the lower part of the wedge. Ongoing megasplay slip occurs since about 1.55 Ma (Strasser et al., 2009). As a result of the complex interaction between fault-propagation folding, sea""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""Ia (Expedition 316 Scientists, 2009a, b) (Figures 4A, 5A). Geological Setting Offshore Southeast Brazil The Espírito Santo Basin is the northernmost of a series of Upper Jurassic–Cretaceous rift basins developed in southeast Brazil (Chang et al., 1992) (Figure 1C). Following synrift extension, the e""}]"
basin depocenter position,lateral distribution of MTDs,impacts,True,2,A_or_B_same_chunk,10,31,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""traces in a specified window (Brown, 2011). Coherence attributes are particularly helpful to recognize faults, blocks, and other features that disrupt the lateral continuity of seismic reflections. Dip maps compute best-fit planes between im- mediate neighbour traces on a time or depth slice and cal""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""2.2 Ma in a frontal wedge-toe position (Strasser et al., 2011). Splay-fault movement was initiated at about 1.95 Ma in the lower part of the wedge. Ongoing megasplay slip occurs since about 1.55 Ma (Strasser et al., 2009). As a result of the complex interaction between fault-propagation folding, sea""}, {""doc"": ""Chinese J of Geophysics - 2013 - WU - Analysis on Seismic Characteristics and Triggering Mechanisms of Mass Transport"", ""tier"": ""same_chunk"", ""snip"": ""slope of the Qiongdongnan basin 23260440, 2011, 6, Downloaded from https://agupubs.onlinelibrary.wiley.com/doi/10.1002/cjg2.1684 by Bibliothèque de Sorbonne Université, Wiley Online Library on [16/04/2025]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley ""}]"
